_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE,OFFENCE_GROUP,LOCATION_CATEGORY,LOCATION_GROUP
3,GO-201861664,2018,2018-01-10,2145,2018,2018-01-10,2146,D14,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO,Mischief and Property Damage,Public,Public
7,GO-2018168427,2018,2018-01-27,1158,2018,2018-01-27,1158,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO,Mischief and Property Damage,Government,Government
11,GO-2018276837,2018,2018-02-05,1257,2018,2018-02-13,941,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO,Mischief and Property Damage,Public,Public
13,GO-2018247956,2018,2018-02-13,600,2018,2018-02-13,843,NSA,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,Mischief and Property Damage,Public,Public
20,GO-2018349271,2018,2018-02-24,1045,2018,2018-02-24,1047,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,105,Lawrence Park North (105),105,Lawrence Park North (105),NO,Mischief and Property Damage,Other,Other
21,GO-2018368358,2018,2018-02-27,943,2018,2018-02-27,951,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,NSA,NSA,NSA,NSA,YES,Assault-related Offenses,Government,Government
23,GO-2018408769,2018,2018-03-05,1100,2018,2018-03-05,1239,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
24,GO-2018416387,2018,2018-03-06,700,2018,2018-03-06,1531,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,"Chinese, Arab",None,Jewish,None,None,YES,Uttering Threats - Bodily Harm,173,North Toronto (173),104,Mount Pleasant West (104),NO,Threats and Harassment,Government,Government
28,GO-2018520971,2018,2018-03-22,620,2018,2018-03-22,1616,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Private,Private
34,GO-2018660834,2018,2018-04-13,1045,2018,2018-04-13,1045,D51,Non-Commercial/Non for Profit,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,073,Moss Park (73),073,Moss Park (73),NO,Threats and Harassment,Casual,Corporate
40,GO-2018712781,2018,2018-04-20,2030,2018,2018-04-21,1211,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),NO,Assault-related Offenses,Public,Public
41,GO-2018732797,2018,2018-04-20,1600,2018,2018-04-24,1400,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,"Jewish, Muslim",None,None,YES,Mischief Interfere With Property,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO,Mischief and Property Damage,Public,Public
50,GO-2018903594,2018,2018-05-19,1450,2018,2018-05-19,1451,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,043,Victoria Village (43),043,Victoria Village (43),YES,Assault-related Offenses,Private,Private
55,GO-2018982987,2018,2018-05-31,1212,2018,2018-05-31,1212,D55,"Open Area, Park or Parking Lot",NO,NO,"Black, White",None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,Mischief and Property Damage,Public,Public
69,GO-20181268199,2018,2018-06-29,736,2018,2018-06-29,800,D52,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,Mischief and Property Damage,Public,Public
76,GO-20181358465,2018,2018-07-24,1900,2018,2018-07-25,1218,D55,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),NO,Mischief and Property Damage,Public,Public
90,GO-20181650394,2018,2018-08-20,1,2018,2018-09-06,1211,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",018,New Toronto (18),018,New Toronto (18),NO,Mischief and Property Damage,Private,Private
92,GO-20181553183,2018,2018-08-22,1645,2018,2018-08-22,1846,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO,Mischief and Property Damage,Government,Government
94,GO-20181640330,2018,2018-08-27,1457,2018,2018-08-27,1553,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO,Mischief and Property Damage,Public,Public
99,GO-20181654468,2018,2018-09-05,1930,2018,2018-09-06,2255,D12,NA,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,115,Mount Dennis (115),115,Mount Dennis (115),NO,Mischief and Property Damage,Other,Other
104,GO-20181832964,2018,2018-09-21,1,2018,2018-10-04,900,D22,Other Commercial / Corporate Places ,NO,NO,Black,None,None,Jewish,None,None,YES,Uttering Threats - Bodily Harm,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO,Threats and Harassment,Other,Other
105,GO-20182028654,2018,2018-10-01,0,2018,2018-11-03,1243,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
110,GO-20181889106,2018,2018-10-07,1230,2018,2018-10-12,2221,D22,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,None,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",018,New Toronto (18),018,New Toronto (18),NO,Mischief and Property Damage,Public,Public
111,GO-20181858695,2018,2018-10-08,1240,2018,2018-10-08,1241,NSA,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,Mischief and Property Damage,Public,Public
114,GO-20181967758,2018,2018-10-25,710,2018,2018-10-25,1205,D14,Streets/Roadways/Highway,NO,NO,Indigenous,None,None,None,None,None,NO,Assault,162,West Queen West (162),082,Niagara (82),NO,Assault-related Offenses,Public,Public
119,GO-20182003974,2018,2018-10-30,1600,2018,2018-10-30,1754,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Indian,None,Jewish,None,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO,Mischief and Property Damage,Public,Public
124,GO-20182086034,2018,2018-11-10,13,2018,2018-11-12,1242,D14,Business/Retail,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO,Mischief and Property Damage,Public,Public
128,GO-20182143761,2018,2018-11-21,1151,2018,2018-11-21,1151,D31,Other Commercial / Corporate Places ,NO,NO,White,None,None,None,None,None,NO,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,Assault-related Offenses,Other,Other
134,GO-2019309664,2019,2019-01-01,1200,2019,2019-02-18,1308,D41,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,Mischief and Property Damage,Public,Public
137,GO-2019143068,2019,2019-01-23,1415,2019,2019-01-23,1456,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
139,GO-2019181628,2019,2019-01-26,1335,2019,2019-01-29,1613,NSA,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,NO,Threats and Harassment,Government,Government
145,GO-2019366090,2019,2019-02-26,0,2019,2019-02-27,1012,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,Transgender,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO,Mischief and Property Damage,Public,Public
153,GO-2019478197,2019,2019-03-16,1046,2019,2019-03-16,1046,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Palestinian,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
156,GO-2019544459,2019,2019-03-25,353,2019,2019-03-26,1014,D31,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,Threats and Harassment,Other,Other
165,GO-2019784707,2019,2019-04-30,900,2019,2019-05-01,1330,D32,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Criminal Harassment,NSA,NSA,NSA,NSA,NO,Threats and Harassment,Public,Public
172,GO-2019883503,2019,2019-05-15,700,2019,2019-05-15,1043,D52,Other Commercial / Corporate Places ,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Mischief and Property Damage,Other,Other
173,GO-2019900679,2019,2019-05-17,1943,2019,2019-05-17,1943,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,Somali,None,None,None,None,YES,Uttering Threats - Bodily Harm,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO,Threats and Harassment,Private,Private
174,GO-2019898873,2019,2019-05-17,951,2019,2019-05-17,1211,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES,Threats and Harassment,Private,Private
178,GO-2019994557,2019,2019-05-28,1200,2019,2019-05-31,1030,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO,Assault-related Offenses,Private,Private
187,GO-20191062212,2019,2019-06-08,130,2019,2019-06-09,1330,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO,Assault-related Offenses,Public,Public
190,GO-20191122668,2019,2019-06-17,1916,2019,2019-06-17,1916,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,Mischief and Property Damage,Public,Public
197,GO-20191189955,2019,2019-06-26,2126,2019,2019-06-26,2156,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,Assault-related Offenses,Public,Public
198,GO-20191199663,2019,2019-06-27,2330,2019,2019-06-28,1145,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),NO,Mischief and Property Damage,Private,Private
202,GO-20191279404,2019,2019-07-08,1700,2019,2019-07-09,1313,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO,Mischief and Property Damage,Public,Public
207,GO-20191331028,2019,2019-07-16,1015,2019,2019-07-16,1021,D51,Streets/Roadways/Highway,NO,NO,Middle Eastern,None,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES,Assault-related Offenses,Public,Public
209,GO-20191354777,2019,2019-07-19,1252,2019,2019-07-19,1302,D23,Business/Retail,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,Threats and Harassment,Public,Public
213,GO-20191407470,2019,2019-07-25,1600,2019,2019-07-26,1659,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,"Black, East/Southeast Asian",None,None,None,None,None,YES,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,Mischief and Property Damage,Public,Public
218,GO-20191526028,2019,2019-08-11,0,2019,2019-08-12,1339,D51,Non-Commercial/Non for Profit,NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO,Mischief and Property Damage,Casual,Corporate
219,GO-20191526583,2019,2019-08-12,1206,2019,2019-08-12,1206,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Other race not mentioned,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES,Assault-related Offenses,Government,Government
226,GO-20191597402,2019,2019-08-22,445,2019,2019-08-22,445,D41,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,Mischief and Property Damage,Public,Public
228,GO-20191610448,2019,2019-08-23,2120,2019,2019-08-23,2130,D52,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,Gay,None,YES,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Assault-related Offenses,Other,Other
229,GO-20191615411,2019,2019-08-23,1400,2019,2019-08-24,1548,NSA,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,Mischief and Property Damage,Private,Private
239,GO-20191708427,2019,2019-09-05,1900,2019,2019-09-06,1608,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,123,Cliffcrest (123),123,Cliffcrest (123),NO,Mischief and Property Damage,Public,Public
240,GO-20191728504,2019,2019-09-07,1800,2019,2019-09-09,1520,D55,NA,NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,066,Danforth (66),066,Danforth (66),NO,Mischief and Property Damage,Other,Other
250,GO-20191913441,2019,2019-09-30,1944,2019,2019-10-04,1524,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO,Mischief and Property Damage,Private,Private
258,GO-20192235741,2019,2019-11-11,800,2019,2019-11-19,1703,D51,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),YES,Mischief and Property Damage,Public,Public
260,GO-20192193912,2019,2019-11-13,1420,2019,2019-11-13,1420,D51,Public Transportation,NO,NO,Black,None,None,None,"Lesbian, 2SLGBTQ+",None,YES,Assault,074,North St.James Town (74),074,North St.James Town (74),NO,Assault-related Offenses,Public,Public
261,GO-20192240115,2019,2019-11-17,56,2019,2019-11-20,1057,D53,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),NO,Mischief and Property Damage,Other,Other
266,GO-20192370649,2019,2019-12-06,2200,2019,2019-12-09,1028,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),NO,Mischief and Property Damage,Public,Public
277,GO-2020177596,2020,2020-01-18,850,2020,2020-01-26,1058,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,158,Islington (158),014,Islington-City Centre West (14),NO,Mischief and Property Damage,Public,Public
280,GO-2020139783,2020,2020-01-20,1200,2020,2020-01-21,747,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Mischief and Property Damage,Government,Government
281,GO-2020140439,2020,2020-01-20,845,2020,2020-01-21,935,D33,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO,Assault-related Offenses,Other,Other
283,GO-2020206810,2020,2020-01-30,1000,2020,2020-01-30,1023,D22,Public Transportation,NO,NO,White,None,None,None,None,None,NO,Mischief Interfere With Property,019,Long Branch (19),019,Long Branch (19),NO,Mischief and Property Damage,Public,Public
293,GO-2020444597,2020,2020-03-02,0,2020,2020-03-02,1905,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,Mischief and Property Damage,Private,Private
297,GO-2020552509,2020,2020-03-17,1054,2020,2020-03-17,1054,D51,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO,Threats and Harassment,Public,Public
305,GO-2020688833,2020,2020-04-08,1440,2020,2020-04-09,1410,D52,Streets/Roadways/Highway,NO,NO,"Black, East/Southeast Asian",None,None,None,None,None,YES,Assault With a Weapon,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,Assault-related Offenses,Public,Public
306,GO-2020690486,2020,2020-04-08,815,2020,2020-04-09,1417,D11,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,087,High Park-Swansea (87),087,High Park-Swansea (87),YES,Assault-related Offenses,Casual,Corporate
316,GO-2020884466,2020,2020-05-10,1200,2020,2020-05-12,1551,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,Threats and Harassment,Private,Private
317,GO-2020923641,2020,2020-05-15,1437,2020,2020-05-19,1047,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,YES,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,059,Danforth East York (59),059,Danforth East York (59),NO,Hate-related Offenses,Private,Private
320,GO-2020918712,2020,2020-05-18,945,2020,2020-05-18,1159,D32,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,152,East Willowdale (152),051,Willowdale East (51),NO,Hate-related Offenses,Public,Public
321,GO-2020937625,2020,2020-05-21,1330,2020,2020-05-21,1515,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,Assault-related Offenses,Public,Public
323,GO-2020963751,2020,2020-05-23,545,2020,2020-05-25,1356,D43,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES,Threats and Harassment,Public,Public
324,GO-2020966795,2020,2020-05-25,2208,2020,2020-05-25,2208,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,Mischief and Property Damage,Government,Government
329,GO-20201024209,2020,2020-05-29,1900,2020,2020-06-03,2247,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),YES,Mischief and Property Damage,Public,Public
332,GO-20209014360,2020,2020-05-30,507,2020,2020-06-01,1629,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO,Mischief and Property Damage,Government,Government
334,GO-20201007925,2020,2020-06-01,1100,2020,2020-06-01,1136,D41,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO,Mischief and Property Damage,Public,Public
335,GO-20201013472,2020,2020-06-02,753,2020,2020-06-02,753,D23,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,Mischief and Property Damage,Public,Public
336,GO-20201020387,2020,2020-06-02,1400,2020,2020-06-03,911,D32,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),NO,Mischief and Property Damage,Public,Public
340,GO-20201044099,2020,2020-06-06,2041,2020,2020-06-06,2041,D41,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),YES,Assault-related Offenses,Public,Public
341,GO-20201067559,2020,2020-06-09,1530,2020,2020-06-10,1627,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,059,Danforth East York (59),059,Danforth East York (59),YES,Mischief and Property Damage,Other,Other
342,GO-20201072586,2020,2020-06-11,927,2020,2020-06-11,927,D31,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
346,GO-20201122204,2020,2020-06-18,1424,2020,2020-06-18,1537,D51,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES,Assault-related Offenses,Casual,Corporate
348,GO-20201138124,2020,2020-06-20,1400,2020,2020-06-20,2101,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,Mischief and Property Damage,Public,Public
349,GO-20201141523,2020,2020-06-21,1207,2020,2020-06-21,1207,D11,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Wilful Promotion of Hatred,088,High Park North (88),088,High Park North (88),NO,Hate-related Offenses,Public,Public
350,GO-20201185810,2020,2020-06-26,1300,2020,2020-06-27,2302,D51,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,Mischief and Property Damage,Other,Other
352,GO-20201178509,2020,2020-06-26,1640,2020,2020-06-26,1749,D55,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,Threats and Harassment,Public,Public
353,GO-20201190704,2020,2020-06-28,1500,2020,2020-06-28,1509,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO,Mischief and Property Damage,Public,Public
354,GO-20201189370,2020,2020-06-28,13,2020,2020-06-28,1438,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO,Mischief and Property Damage,Private,Private
355,GO-20201187441,2020,2020-06-28,25,2020,2020-06-28,32,D55,Public Transportation,NO,NO,White,None,None,None,None,None,NO,Assault,068,North Riverdale (68),068,North Riverdale (68),YES,Assault-related Offenses,Public,Public
358,GO-20201222033,2020,2020-07-02,2102,2020,2020-07-02,2102,D52,"Open Area, Park or Parking Lot",NO,NO,White,None,None,None,None,None,NO,Assault With a Weapon,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES,Assault-related Offenses,Public,Public
362,GO-20201277326,2020,2020-07-10,1000,2020,2020-07-10,1203,D52,Other Commercial / Corporate Places ,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Mischief and Property Damage,Other,Other
364,GO-20201324562,2020,2020-07-17,720,2020,2020-07-17,720,D14,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,095,Annex (95),095,Annex (95),YES,Assault-related Offenses,Public,Public
365,GO-20201325599,2020,2020-07-17,930,2020,2020-07-17,1146,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO,Mischief and Property Damage,Private,Private
366,GO-20201337494,2020,2020-07-18,2045,2020,2020-07-18,2248,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO,Assault-related Offenses,Public,Public
371,GO-20201395720,2020,2020-07-23,1140,2020,2020-07-27,821,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,027,York University Heights (27),027,York University Heights (27),NO,Threats and Harassment,Public,Public
372,GO-20201370673,2020,2020-07-23,1440,2020,2020-07-23,1534,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO,Hate-related Offenses,Private,Private
373,GO-20201472966,2020,2020-07-27,1950,2020,2020-08-07,925,D53,Public Transportation,NO,NO,White,None,None,None,None,None,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO,Assault-related Offenses,Public,Public
382,GO-20201523993,2020,2020-08-11,1230,2020,2020-08-14,1430,D52,Other Commercial / Corporate Places ,NO,NO,"Black, South Asian",None,None,None,None,None,YES,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Threats and Harassment,Other,Other
384,GO-20201522469,2020,2020-08-12,1250,2020,2020-08-14,1001,D31,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,Threats and Harassment,Public,Public
386,GO-20201522205,2020,2020-08-13,1700,2020,2020-08-14,900,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief To Data,155,Downsview (155),026,Downsview-Roding-CFB (26),NO,Mischief and Property Damage,Private,Private
